Date,Time,VM4T_E_Irrad.Global_Avg,VM4T_E_Irrad.Difusa_Avg,VM4T_E_T.Amb_Avg,VM4T_E_Hum.Rel_Avg,VM4T_E_P.Rocio_Avg,VM4T_E_Vel.viento_Avg,VM4T_E_Dir.viento_Avg,VM4T_E_P.atm_Avg,VM4T_E_Precip_Avg,VM4T_E_Precip.int_Avg,VM4T_IO_Irrad.RT1_Avg,VM4T_IO_Temp.RT1_Avg
31.10.2022,19:25:00,-1.336,-0.420,15.400,77.270,11.470,1.300,0.234,1015.330,0.000,0.000,---,---
31.10.2022,19:26:00,-1.427,-0.478,15.400,77.200,11.400,1.300,0.238,1015.399,0.000,0.000,---,---
31.10.2022,19:27:00,-1.540,-0.532,15.400,77.170,11.400,1.300,0.237,1015.399,0.000,0.000,---,---
31.10.2022,19:28:00,-1.614,-0.602,15.400,77.100,11.400,1.300,0.238,1015.399,0.000,0.000,---,---
31.10.2022,19:29:00,-1.706,-0.690,15.400,77.100,11.400,1.300,0.236,1015.399,0.000,0.000,---,---
31.10.2022,19:30:00,-1.782,-0.807,15.400,77.100,11.400,1.300,0.236,1015.399,0.000,0.000,---,---
31.10.2022,19:31:00,-1.863,-0.911,15.400,77.070,11.400,1.177,0.234,1015.399,0.000,0.000,---,---
31.10.2022,19:32:00,-1.902,-0.995,15.400,77.000,11.370,1.030,0.236,1015.430,0.000,0.000,---,---
31.10.2022,19:33:00,-1.872,-0.924,15.400,77.000,11.300,1.000,0.249,1015.500,0.000,0.000,---,---
31.10.2022,19:34:00,-1.780,-0.837,15.400,77.000,11.300,1.088,0.245,1015.500,0.000,0.000,---,---
31.10.2022,19:35:00,-1.723,-0.785,15.400,77.000,11.300,1.297,0.237,1015.500,0.000,0.000,---,---
31.10.2022,19:36:00,-1.773,-0.848,15.400,77.000,11.300,1.300,0.241,1015.531,0.000,0.000,---,---
31.10.2022,19:37:00,-1.842,-0.875,15.400,77.000,11.300,1.300,0.239,1015.601,0.000,0.000,---,---
31.10.2022,19:38:00,-1.817,-0.840,15.400,76.970,11.300,1.370,0.246,1015.601,0.000,0.000,---,---
31.10.2022,19:39:00,-1.805,-0.738,15.400,76.900,11.300,1.543,0.249,1015.601,0.000,0.000,---,---
31.10.2022,19:40:00,-1.814,-0.689,15.400,76.900,11.330,1.653,0.253,1015.601,0.000,0.000,---,---
31.10.2022,19:41:00,-1.808,-0.693,15.400,76.900,11.400,1.700,0.257,1015.601,0.000,0.000,---,---
31.10.2022,19:42:00,-1.776,-0.666,15.400,76.930,11.400,1.628,0.258,1015.630,0.000,0.000,---,---
31.10.2022,19:43:00,-1.701,-0.578,15.400,77.030,11.400,1.440,0.265,1015.700,0.000,0.000,---,---
31.10.2022,19:44:00,-1.591,-0.491,15.400,77.130,11.400,1.310,0.274,1015.700,0.000,0.000,---,---
31.10.2022,19:45:00,-1.459,-0.426,15.400,77.230,11.400,1.300,0.270,1015.700,0.000,0.000,---,---
31.10.2022,19:46:00,-1.353,-0.343,15.370,77.330,11.400,1.300,0.272,1015.700,0.000,0.000,---,---
31.10.2022,19:47:00,-1.270,-0.214,15.300,77.430,11.400,1.247,0.272,1015.730,0.000,0.000,---,---
31.10.2022,19:48:00,-1.237,-0.141,15.300,77.500,11.400,1.100,0.275,1015.801,0.000,0.000,---,---
31.10.2022,19:49:00,-1.205,-0.119,15.300,77.530,11.400,1.100,0.278,1015.801,0.000,0.000,---,---
31.10.2022,19:50:00,-1.156,-0.040,15.300,77.600,11.400,1.210,0.278,1015.801,0.000,0.000,---,---
31.10.2022,19:51:00,-1.150,-0.038,15.300,77.600,11.400,1.363,0.279,1015.830,0.000,0.000,---,---
31.10.2022,19:52:00,-1.164,-0.061,15.330,77.600,11.430,1.327,0.279,1015.899,0.000,0.000,---,---
31.10.2022,19:53:00,-1.182,-0.108,15.400,77.570,11.500,1.382,0.279,1015.899,0.000,0.000,---,---
31.10.2022,19:54:00,-1.211,-0.140,15.400,77.500,11.500,1.400,0.284,1015.899,0.000,0.000,---,---
31.10.2022,19:55:00,-1.234,-0.157,15.400,77.500,11.470,1.500,0.282,1015.899,0.000,0.000,---,---
31.10.2022,19:56:00,-1.290,-0.213,15.400,77.470,11.400,1.500,0.280,1015.899,0.000,0.000,---,---
31.10.2022,19:57:00,-1.323,-0.271,15.400,77.400,11.400,1.500,0.278,1015.899,0.000,0.000,---,---
31.10.2022,19:58:00,-1.418,-0.364,15.400,77.430,11.400,1.463,0.276,1015.899,0.000,0.000,---,---
31.10.2022,19:59:00,-1.488,-0.411,15.400,77.500,11.400,1.353,0.273,1015.899,0.000,0.000,---,---
31.10.2022,20:00:00,-1.423,-0.404,15.370,77.530,11.400,1.355,0.266,1015.899,0.000,0.000,---,---
31.10.2022,20:01:00,-1.350,-0.371,15.300,77.600,11.400,1.465,0.258,1015.899,0.000,0.000,---,---
31.10.2022,20:02:00,-1.263,-0.298,15.300,77.600,11.400,1.427,0.253,1015.899,0.000,0.000,---,---
31.10.2022,20:03:00,-1.172,-0.271,15.300,77.600,11.400,1.400,0.245,1015.899,0.000,0.000,---,---
31.10.2022,20:04:00,-1.132,-0.237,15.300,77.600,11.400,1.308,0.242,1015.899,0.000,0.000,---,---
31.10.2022,20:05:00,-1.129,-0.244,15.300,77.600,11.400,1.310,0.239,1015.899,0.000,0.000,---,---
31.10.2022,20:06:00,-1.131,-0.251,15.300,77.600,11.400,1.380,0.237,1015.899,0.000,0.000,---,---
31.10.2022,20:07:00,-1.153,-0.265,15.300,77.600,11.400,1.328,0.234,1015.899,0.000,0.000,---,---
31.10.2022,20:08:00,-1.151,-0.217,15.300,77.570,11.400,1.400,0.233,1015.899,0.000,0.000,---,---
31.10.2022,20:09:00,-1.187,-0.208,15.300,77.500,11.400,1.255,0.235,1015.899,0.000,0.000,---,---
31.10.2022,20:10:00,-1.194,-0.191,15.300,77.470,11.400,1.100,0.236,1015.899,0.000,0.000,---,---
31.10.2022,20:11:00,-1.174,-0.137,15.300,77.400,11.400,1.100,0.236,1015.899,0.000,0.000,---,---
31.10.2022,20:12:00,-1.149,-0.119,15.300,77.400,11.400,1.100,0.237,1015.899,0.000,0.000,---,---
31.10.2022,20:13:00,-1.142,-0.142,15.300,77.430,11.400,1.185,0.239,1015.899,0.000,0.000,---,---
31.10.2022,20:14:00,-1.120,-0.142,15.300,77.530,11.400,1.103,0.240,1015.899,0.000,0.000,---,---
31.10.2022,20:15:00,-1.059,-0.072,15.300,77.630,11.400,1.000,0.247,1015.899,0.000,0.000,---,---
31.10.2022,20:16:00,-0.977,0.016,15.300,77.700,11.400,1.000,0.259,1015.899,0.000,0.000,---,---
31.10.2022,20:17:00,-0.897,0.079,15.300,77.700,11.400,1.000,0.267,1015.899,0.000,0.000,---,---
31.10.2022,20:18:00,-0.871,0.093,15.300,77.730,11.430,1.040,0.271,1015.930,0.000,0.000,---,---
31.10.2022,20:19:00,-0.892,0.021,15.300,77.830,11.500,1.148,0.275,1016.000,0.000,0.000,---,---
31.10.2022,20:20:00,-0.949,-0.059,15.300,77.900,11.500,1.258,0.280,1016.000,0.000,0.000,---,---
31.10.2022,20:21:00,-0.951,-0.071,15.300,77.930,11.500,1.433,0.288,1016.000,0.000,0.000,---,---
31.10.2022,20:22:00,-0.945,-0.036,15.300,78.000,11.500,1.500,0.292,1016.000,0.000,0.000,---,---
31.10.2022,20:23:00,-0.966,-0.044,15.300,77.970,11.470,1.585,0.295,1016.000,0.000,0.000,---,---
31.10.2022,20:24:00,-1.033,-0.116,15.300,77.900,11.400,1.603,0.297,1016.000,0.000,0.000,---,---
31.10.2022,20:25:00,-1.133,-0.257,15.300,77.900,11.400,1.700,0.296,1016.000,0.000,0.000,---,---
31.10.2022,20:26:00,-1.269,-0.422,15.270,77.900,11.400,1.700,0.295,1016.000,0.000,0.000,---,---
31.10.2022,20:27:00,-1.414,-0.560,15.200,77.900,11.400,1.700,0.295,1016.000,0.000,0.000,---,---
31.10.2022,20:28:00,-1.531,-0.665,15.200,77.930,11.400,1.660,0.294,1016.000,0.000,0.000,---,---
31.10.2022,20:29:00,-1.681,-0.795,15.200,78.000,11.400,1.550,0.293,1016.000,0.000,0.000,---,---
31.10.2022,20:30:00,-1.828,-0.935,15.200,78.000,11.400,1.440,0.292,1016.031,0.000,0.000,---,---
31.10.2022,20:31:00,-1.943,-1.096,15.200,78.000,11.400,1.400,0.293,1016.101,0.000,0.000,---,---
31.10.2022,20:32:00,-2.047,-1.242,15.200,78.030,11.400,1.400,0.294,1016.101,0.000,0.000,---,---
31.10.2022,20:33:00,-2.136,-1.374,15.170,78.130,11.400,1.487,0.295,1016.101,0.000,0.000,---,---
31.10.2022,20:34:00,-2.229,-1.498,15.100,78.200,11.400,1.500,0.295,1016.101,0.000,0.000,---,---
31.10.2022,20:35:00,-2.294,-1.524,15.100,78.230,11.370,1.500,0.296,1016.101,0.000,0.000,---,---
31.10.2022,20:36:00,-2.298,-1.522,15.100,78.300,11.300,1.500,0.297,1016.101,0.000,0.000,---,---
31.10.2022,20:37:00,-2.328,-1.573,15.100,78.300,11.300,1.500,0.297,1016.101,0.000,0.000,---,---
31.10.2022,20:38:00,-2.332,-1.538,15.070,78.330,11.300,1.542,0.297,1016.101,0.000,0.000,---,---
31.10.2022,20:39:00,-2.339,-1.484,15.000,78.400,11.300,1.600,0.299,1016.101,0.000,0.000,---,---
31.10.2022,20:40:00,-2.275,-1.460,15.000,78.430,11.300,1.600,0.299,1016.130,0.000,0.000,---,---
31.10.2022,20:41:00,-2.242,-1.404,15.000,78.530,11.300,1.600,0.299,1016.200,0.000,0.000,---,---
31.10.2022,20:42:00,-2.208,-1.274,15.000,78.630,11.300,1.522,0.298,1016.200,0.000,0.000,---,---
31.10.2022,20:43:00,-2.093,-1.161,14.970,78.730,11.300,1.412,0.298,1016.200,0.000,0.000,---,---
31.10.2022,20:44:00,-1.880,-0.964,14.900,78.830,11.300,1.490,0.298,1016.200,0.000,0.000,---,---
31.10.2022,20:45:00,-1.586,-0.704,14.900,78.930,11.300,1.400,0.297,1016.200,0.000,0.000,---,---
31.10.2022,20:46:00,-1.283,-0.414,14.900,79.060,11.300,1.425,0.297,1016.200,0.000,0.000,---,---
31.10.2022,20:47:00,-1.037,-0.154,14.870,79.230,11.300,1.533,0.297,1016.230,0.000,0.000,---,---
31.10.2022,20:48:00,-0.891,0.024,14.800,79.330,11.300,1.600,0.296,1016.301,0.000,0.000,---,---
31.10.2022,20:49:00,-0.820,0.116,14.800,79.430,11.300,1.600,0.295,1016.301,0.000,0.000,---,---
31.10.2022,20:50:00,-0.802,0.172,14.800,79.500,11.300,1.600,0.294,1016.301,0.000,0.000,---,---
31.10.2022,20:51:00,-0.825,0.151,14.800,79.530,11.300,1.600,0.293,1016.301,0.000,0.000,---,---
31.10.2022,20:52:00,-0.891,0.084,14.800,79.600,11.300,1.600,0.293,1016.330,0.000,0.000,---,---
31.10.2022,20:53:00,-0.974,-0.012,14.800,79.600,11.300,1.510,0.293,1016.399,0.000,0.000,---,---
31.10.2022,20:54:00,-1.114,-0.112,14.800,79.600,11.300,1.402,0.293,1016.399,0.000,0.000,---,---
31.10.2022,20:55:00,-1.216,-0.164,14.800,79.600,11.300,1.382,0.292,1016.399,0.000,0.000,---,---
31.10.2022,20:56:00,-1.232,-0.152,14.800,79.570,11.300,1.273,0.290,1016.399,0.000,0.000,---,---
31.10.2022,20:57:00,-1.221,-0.097,14.800,79.530,11.300,1.200,0.289,1016.430,0.000,0.000,---,---
31.10.2022,20:58:00,-1.168,-0.050,14.800,79.600,11.300,1.200,0.288,1016.500,0.000,0.000,---,---
31.10.2022,20:59:00,-1.142,-0.057,14.800,79.600,11.300,1.200,0.289,1016.500,0.000,0.000,---,---
31.10.2022,21:00:00,-1.173,-0.109,14.800,79.570,11.300,1.200,0.289,1016.500,0.000,0.000,---,---
31.10.2022,21:01:00,-1.252,-0.264,14.800,79.530,11.300,1.200,0.290,1016.500,0.000,0.000,---,---
31.10.2022,21:02:00,-1.400,-0.406,14.800,79.600,11.300,1.200,0.291,1016.500,0.000,0.000,---,---
31.10.2022,21:03:00,-1.479,-0.435,14.800,79.600,11.300,1.203,0.289,1016.500,0.000,0.000,---,---
31.10.2022,21:04:00,-1.460,-0.470,14.800,79.600,11.300,1.410,0.292,1016.500,0.000,0.000,---,---
31.10.2022,21:05:00,-1.510,-0.494,14.830,79.570,11.300,1.480,0.293,1016.500,0.000,0.000,---,---
31.10.2022,21:06:00,-1.563,-0.541,14.900,79.470,11.300,1.400,0.294,1016.500,0.000,0.000,---,---
31.10.2022,21:07:00,-1.616,-0.601,14.900,79.370,11.300,1.400,0.296,1016.500,0.000,0.000,---,---
31.10.2022,21:08:00,-1.672,-0.625,14.900,79.270,11.300,1.400,0.294,1016.500,0.000,0.000,---,---
31.10.2022,21:09:00,-1.763,-0.764,14.900,79.170,11.300,1.457,0.294,1016.500,0.000,0.000,---,---
31.10.2022,21:10:00,-1.877,-0.845,14.900,79.070,11.300,1.500,0.291,1016.500,0.000,0.000,---,---
31.10.2022,21:11:00,-1.967,-0.922,14.900,78.940,11.300,1.500,0.288,1016.500,0.000,0.000,---,---
31.10.2022,21:12:00,-2.068,-1.044,14.900,78.770,11.300,1.500,0.290,1016.500,0.000,0.000,---,---
31.10.2022,21:13:00,-2.140,-1.131,14.930,78.670,11.300,1.405,0.287,1016.500,0.000,0.000,---,---
31.10.2022,21:14:00,-2.204,-1.196,15.000,78.600,11.300,1.300,0.285,1016.500,0.000,0.000,---,---
31.10.2022,21:15:00,-2.266,-1.234,14.970,78.600,11.300,1.300,0.284,1016.500,0.000,0.000,---,---
31.10.2022,21:16:00,-2.337,-1.343,14.900,78.630,11.300,1.270,0.284,1016.531,0.000,0.000,---,---
31.10.2022,21:17:00,-2.380,-1.445,14.900,78.760,11.300,1.200,0.287,1016.601,0.000,0.000,---,---
31.10.2022,21:18:00,-2.421,-1.562,14.900,78.930,11.300,1.200,0.287,1016.601,0.000,0.000,---,---
31.10.2022,21:19:00,-2.472,-1.642,14.870,79.060,11.300,1.200,0.288,1016.601,0.000,0.000,---,---
31.10.2022,21:20:00,-2.503,-1.711,14.800,79.230,11.300,1.267,0.291,1016.601,0.000,0.000,---,---
31.10.2022,21:21:00,-2.506,-1.743,14.800,79.360,11.300,1.300,0.290,1016.601,0.000,0.000,---,---
31.10.2022,21:22:00,-2.446,-1.710,14.800,79.500,11.300,1.300,0.290,1016.601,0.000,0.000,---,---
31.10.2022,21:23:00,-2.407,-1.672,14.800,79.500,11.300,1.398,0.291,1016.601,0.000,0.000,---,---
31.10.2022,21:24:00,-2.382,-1.618,14.800,79.500,11.300,1.500,0.291,1016.601,0.000,0.000,---,---
31.10.2022,21:25:00,-2.367,-1.544,14.800,79.500,11.270,1.500,0.290,1016.632,0.000,0.000,---,---
31.10.2022,21:26:00,-2.364,-1.522,14.800,79.500,11.200,1.500,0.291,1016.700,0.000,0.000,---,---
31.10.2022,21:27:00,-2.381,-1.485,14.770,79.470,11.200,1.500,0.291,1016.700,0.000,0.000,---,---
31.10.2022,21:28:00,-2.344,-1.444,14.700,79.400,11.200,1.450,0.292,1016.700,0.000,0.000,---,---
31.10.2022,21:29:00,-2.267,-1.345,14.700,79.400,11.200,1.342,0.292,1016.700,0.000,0.000,---,---
31.10.2022,21:30:00,-2.126,-1.140,14.700,79.400,11.200,1.300,0.291,1016.732,0.000,0.000,---,---
31.10.2022,21:31:00,-1.951,-0.896,14.700,79.400,11.200,1.223,0.291,1016.801,0.000,0.000,---,---
31.10.2022,21:32:00,-1.777,-0.695,14.700,79.400,11.200,1.200,0.292,1016.801,0.000,0.000,---,---
31.10.2022,21:33:00,-1.588,-0.499,14.700,79.430,11.200,1.110,0.293,1016.801,0.000,0.000,---,---
31.10.2022,21:34:00,-1.456,-0.318,14.700,79.500,11.200,1.187,0.295,1016.801,0.000,0.000,---,---
31.10.2022,21:35:00,-1.359,-0.197,14.700,79.500,11.200,1.077,0.295,1016.801,0.000,0.000,---,---
31.10.2022,21:36:00,-1.289,-0.109,14.700,79.500,11.200,1.032,0.294,1016.801,0.000,0.000,---,---
31.10.2022,21:37:00,-1.265,-0.080,14.700,79.470,11.200,1.100,0.290,1016.801,0.000,0.000,---,---
31.10.2022,21:38:00,-1.222,-0.103,14.700,79.400,11.200,1.100,0.282,1016.801,0.000,0.000,---,---
31.10.2022,21:39:00,-1.211,-0.048,14.730,79.370,11.200,1.160,0.277,1016.801,0.000,0.000,---,---
31.10.2022,21:40:00,-1.275,-0.090,14.800,79.270,11.200,1.268,0.274,1016.801,0.000,0.000,---,---
31.10.2022,21:41:00,-1.342,-0.185,14.800,79.140,11.200,1.300,0.274,1016.801,0.000,0.000,---,---
31.10.2022,21:42:00,-1.412,-0.297,14.800,78.970,11.200,1.300,0.275,1016.801,0.000,0.000,---,---
31.10.2022,21:43:00,-1.453,-0.347,14.830,78.840,11.200,1.203,0.273,1016.801,0.000,0.000,---,---
31.10.2022,21:44:00,-1.467,-0.328,14.900,78.670,11.200,1.215,0.272,1016.801,0.000,0.000,---,---
31.10.2022,21:45:00,-1.454,-0.306,14.900,78.540,11.200,1.300,0.271,1016.801,0.000,0.000,---,---
31.10.2022,21:46:00,-1.469,-0.294,14.900,78.370,11.200,1.267,0.268,1016.801,0.000,0.000,---,---
31.10.2022,21:47:00,-1.451,-0.296,14.930,78.240,11.200,1.200,0.272,1016.801,0.000,0.000,---,---
31.10.2022,21:48:00,-1.475,-0.274,15.000,78.070,11.200,1.148,0.276,1016.801,0.000,0.000,---,---
31.10.2022,21:49:00,-1.486,-0.256,15.000,77.970,11.200,1.038,0.278,1016.801,0.000,0.000,---,---
31.10.2022,21:50:00,-1.525,-0.222,15.000,77.900,11.200,0.930,0.279,1016.801,0.000,0.000,---,---
31.10.2022,21:51:00,-1.555,-0.216,15.000,77.930,11.200,0.900,0.278,1016.801,0.000,0.000,---,---
31.10.2022,21:52:00,-1.600,-0.252,15.000,78.000,11.200,0.812,0.276,1016.801,0.000,0.000,---,---
31.10.2022,21:53:00,-1.578,-0.208,15.000,78.000,11.200,0.807,0.275,1016.801,0.000,0.000,---,---
31.10.2022,21:54:00,-1.546,-0.151,15.000,78.030,11.200,0.883,0.275,1016.801,0.000,0.000,---,---
31.10.2022,21:55:00,-1.506,-0.143,15.000,78.100,11.200,0.825,0.281,1016.801,0.000,0.000,---,---
31.10.2022,21:56:00,-1.487,-0.156,15.000,78.130,11.200,0.900,0.281,1016.801,0.000,0.000,---,---
31.10.2022,21:57:00,-1.455,-0.162,14.970,78.200,11.200,0.900,0.281,1016.801,0.000,0.000,---,---
31.10.2022,21:58:00,-1.465,-0.188,14.900,78.230,11.200,0.847,0.279,1016.801,0.000,0.000,---,---
31.10.2022,21:59:00,-1.514,-0.274,14.900,78.330,11.200,0.738,0.277,1016.801,0.000,0.000,---,---
31.10.2022,22:00:00,-1.520,-0.348,14.900,78.400,11.200,0.772,0.274,1016.801,0.000,0.000,---,---
31.10.2022,22:01:00,-1.526,-0.383,14.900,78.430,11.200,0.800,0.272,1016.801,0.000,0.000,---,---
31.10.2022,22:02:00,-1.525,-0.408,14.900,78.500,11.200,0.800,0.271,1016.801,0.000,0.000,---,---
31.10.2022,22:03:00,-1.524,-0.432,14.900,78.530,11.200,0.710,0.274,1016.831,0.000,0.000,---,---
31.10.2022,22:04:00,-1.527,-0.473,14.870,78.660,11.200,0.782,0.276,1016.899,0.000,0.000,---,---
31.10.2022,22:05:00,-1.519,-0.517,14.800,78.860,11.200,0.700,0.279,1016.899,0.000,0.000,---,---
31.10.2022,22:06:00,-1.519,-0.553,14.800,79.060,11.200,0.700,0.280,1016.899,0.000,0.000,---,---
31.10.2022,22:07:00,-1.527,-0.572,14.770,79.260,11.200,0.700,0.284,1016.899,0.000,0.000,---,---
31.10.2022,22:08:00,-1.540,-0.596,14.700,79.460,11.200,0.755,0.287,1016.932,0.000,0.000,---,---
31.10.2022,22:09:00,-1.575,-0.628,14.700,79.630,11.200,0.800,0.292,1017.000,0.000,0.000,---,---
31.10.2022,22:10:00,-1.610,-0.714,14.700,79.760,11.200,0.800,0.297,1017.000,0.000,0.000,---,---
31.10.2022,22:11:00,-1.655,-0.815,14.670,79.960,11.200,0.800,0.299,1017.000,0.000,0.000,---,---
31.10.2022,22:12:00,-1.695,-0.893,14.600,80.160,11.200,0.800,0.299,1017.000,0.000,0.000,---,---
31.10.2022,22:13:00,-1.752,-0.977,14.600,80.330,11.200,0.810,0.298,1017.032,0.000,0.000,---,---
31.10.2022,22:14:00,-1.806,-1.029,14.600,80.430,11.200,0.918,0.297,1017.101,0.000,0.000,---,---
31.10.2022,22:15:00,-1.819,-1.088,14.570,80.500,11.200,1.028,0.296,1017.101,0.000,0.000,---,---
31.10.2022,22:16:00,-1.859,-1.114,14.500,80.530,11.200,1.137,0.296,1017.101,0.000,0.000,---,---
31.10.2022,22:17:00,-1.915,-1.162,14.500,80.600,11.200,1.200,0.295,1017.101,0.000,0.000,---,---
31.10.2022,22:18:00,-2.022,-1.264,14.500,80.630,11.200,1.200,0.295,1017.101,0.000,0.000,---,---
31.10.2022,22:19:00,-2.126,-1.350,14.500,80.730,11.200,1.200,0.294,1017.101,0.000,0.000,---,---
31.10.2022,22:20:00,-2.172,-1.411,14.500,80.830,11.200,1.273,0.295,1017.101,0.000,0.000,---,---
31.10.2022,22:21:00,-2.194,-1.437,14.470,80.900,11.200,1.300,0.295,1017.101,0.000,0.000,---,---
31.10.2022,22:22:00,-2.167,-1.411,14.400,80.900,11.200,1.393,0.295,1017.101,0.000,0.000,---,---
31.10.2022,22:23:00,-2.143,-1.381,14.400,80.900,11.200,1.500,0.295,1017.101,0.000,0.000,---,---
31.10.2022,22:24:00,-2.129,-1.358,14.400,80.870,11.200,1.480,0.294,1017.101,0.000,0.000,---,---
31.10.2022,22:25:00,-2.165,-1.385,14.400,80.800,11.200,1.430,0.295,1017.101,0.000,0.000,---,---
31.10.2022,22:26:00,-2.239,-1.438,14.400,80.830,11.200,1.500,0.295,1017.101,0.000,0.000,---,---
31.10.2022,22:27:00,-2.354,-1.513,14.400,80.930,11.200,1.548,0.296,1017.101,0.000,0.000,---,---
31.10.2022,22:28:00,-2.464,-1.595,14.400,81.030,11.200,1.600,0.298,1017.132,0.000,0.000,---,---
31.10.2022,22:29:00,-2.539,-1.665,14.400,81.130,11.200,1.600,0.298,1017.200,0.000,0.000,---,---
31.10.2022,22:30:00,-2.571,-1.681,14.400,81.200,11.200,1.675,0.298,1017.200,0.000,0.000,---,---
31.10.2022,22:31:00,-2.642,-1.729,14.400,81.200,11.200,1.700,0.298,1017.200,0.000,0.000,---,---
31.10.2022,22:32:00,-2.713,-1.791,14.370,81.230,11.200,1.513,0.297,1017.200,0.000,0.000,---,---
31.10.2022,22:33:00,-2.760,-1.792,14.300,81.330,11.200,1.500,0.298,1017.200,0.000,0.000,---,---
31.10.2022,22:34:00,-2.790,-1.777,14.300,81.430,11.200,1.500,0.297,1017.200,0.000,0.000,---,---
31.10.2022,22:35:00,-2.842,-1.745,14.300,81.530,11.200,1.470,0.296,1017.200,0.000,0.000,---,---
31.10.2022,22:36:00,-2.849,-1.714,14.270,81.630,11.200,1.400,0.295,1017.200,0.000,0.000,---,---
31.10.2022,22:37:00,-2.862,-1.715,14.200,81.730,11.170,1.400,0.292,1017.200,0.000,0.000,---,---
31.10.2022,22:38:00,-2.798,-1.687,14.200,81.800,11.100,1.400,0.291,1017.200,0.000,0.000,---,---
31.10.2022,22:39:00,-2.739,-1.657,14.200,81.800,11.100,1.400,0.290,1017.232,0.000,0.000,---,---
31.10.2022,22:40:00,-2.653,-1.620,14.200,81.800,11.100,1.477,0.290,1017.301,0.000,0.000,---,---
31.10.2022,22:41:00,-2.593,-1.577,14.200,81.800,11.100,1.585,0.290,1017.301,0.000,0.000,---,---
31.10.2022,22:42:00,-2.563,-1.526,14.170,81.800,11.100,1.603,0.290,1017.301,0.000,0.000,---,---
31.10.2022,22:43:00,-2.555,-1.515,14.100,81.800,11.100,1.713,0.291,1017.301,0.000,0.000,---,---
31.10.2022,22:44:00,-2.534,-1.528,14.100,81.800,11.070,1.822,0.292,1017.301,0.000,0.000,---,---
31.10.2022,22:45:00,-2.535,-1.528,14.100,81.800,11.000,1.932,0.294,1017.301,0.000,0.000,---,---
31.10.2022,22:46:00,-2.551,-1.567,14.100,81.800,11.000,2.042,0.296,1017.301,0.000,0.000,---,---
31.10.2022,22:47:00,-2.547,-1.550,14.100,81.770,11.000,2.100,0.298,1017.301,0.000,0.000,---,---
31.10.2022,22:48:00,-2.588,-1.559,14.100,81.700,11.000,2.100,0.301,1017.301,0.000,0.000,---,---
31.10.2022,22:49:00,-2.630,-1.545,14.070,81.730,11.000,2.100,0.303,1017.268,0.000,0.000,---,---
31.10.2022,22:50:00,-2.699,-1.574,14.000,81.830,11.000,2.100,0.306,1017.200,0.000,0.000,---,---
31.10.2022,22:51:00,-2.768,-1.630,14.000,81.932,11.000,2.100,0.308,1017.200,0.000,0.000,---,---
31.10.2022,22:52:00,-2.807,-1.644,13.968,82.063,10.968,2.095,0.312,1017.200,0.000,0.000,---,---
31.10.2022,22:53:00,-2.829,-1.671,13.900,82.232,10.900,2.000,0.315,1017.200,0.000,0.000,---,---
31.10.2022,22:54:00,-2.861,-1.693,13.900,82.363,10.900,1.977,0.317,1017.200,0.000,0.000,---,---
31.10.2022,22:55:00,-2.904,-1.746,13.868,82.532,10.900,1.900,0.319,1017.200,0.000,0.000,---,---
31.10.2022,22:56:00,-2.947,-1.820,13.800,82.695,10.900,1.858,0.318,1017.200,0.000,0.000,---,---
31.10.2022,22:57:00,-2.939,-1.833,13.768,82.963,10.900,1.800,0.315,1017.200,0.000,0.000,---,---
31.10.2022,22:58:00,-2.856,-1.789,13.700,83.163,10.900,1.800,0.314,1017.200,0.000,0.000,---,---
31.10.2022,22:59:00,-2.772,-1.728,13.668,83.332,10.900,1.870,0.314,1017.200,0.000,0.000,---,---
31.10.2022,23:00:00,-2.745,-1.664,13.600,83.400,10.900,1.900,0.317,1017.200,0.000,0.000,---,---
31.10.2022,23:01:00,-2.763,-1.638,13.600,83.432,10.868,1.900,0.318,1017.200,0.000,0.000,---,---
31.10.2022,23:02:00,-2.760,-1.632,13.600,83.500,10.800,1.900,0.318,1017.200,0.000,0.000,---,---
31.10.2022,23:03:00,-2.755,-1.613,13.600,83.500,10.800,1.900,0.318,1017.200,0.000,0.000,---,---
31.10.2022,23:04:00,-2.751,-1.607,13.568,83.500,10.800,1.900,0.319,1017.200,0.000,0.000,---,---
31.10.2022,23:05:00,-2.733,-1.598,13.500,83.500,10.800,1.933,0.321,1017.200,0.000,0.000,---,---
31.10.2022,23:06:00,-2.708,-1.559,13.500,83.437,10.768,2.000,0.323,1017.200,0.000,0.000,---,---
31.10.2022,23:07:00,-2.725,-1.538,13.500,83.268,10.700,1.948,0.326,1017.200,0.000,0.000,---,---
31.10.2022,23:08:00,-2.728,-1.553,13.500,83.168,10.700,1.900,0.327,1017.200,0.000,0.000,---,---
31.10.2022,23:09:00,-2.745,-1.573,13.500,83.068,10.700,1.900,0.326,1017.200,0.000,0.000,---,---
31.10.2022,23:10:00,-2.753,-1.599,13.500,83.000,10.700,1.900,0.326,1017.200,0.000,0.000,---,---
31.10.2022,23:11:00,-2.800,-1.643,13.500,82.968,10.700,1.900,0.326,1017.200,0.000,0.000,---,---
31.10.2022,23:12:00,-2.824,-1.670,13.500,82.900,10.668,1.802,0.326,1017.200,0.000,0.000,---,---
31.10.2022,23:13:00,-2.842,-1.697,13.500,82.900,10.600,1.800,0.326,1017.200,0.000,0.000,---,---
